ダウンロードした時刻：2018/05/27 17:37:20

,一関,一関,一関
年月日,平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号
2013/6/11,19.5,8,1
2013/6/12,18.2,8,1
2013/6/13,20.7,8,1
2013/6/14,22.9,8,1
2013/6/15,22.4,8,1
2013/6/16,21.6,8,1
2013/6/17,21.2,8,1
2013/6/18,21.5,8,1
2013/6/19,19.4,8,1
2013/6/20,21.4,8,1
2013/6/21,20.0,8,1
2013/6/22,20.2,8,1
2013/6/23,20.3,8,1
2013/6/24,21.9,8,1
2013/6/25,23.0,8,1
2013/6/26,21.6,8,1
2013/6/27,20.3,8,1
2013/6/28,15.5,8,1
2013/6/29,16.9,8,1
2013/6/30,19.1,8,1
2013/7/1,20.9,8,1
2013/7/2,21.6,8,1
2013/7/3,19.5,8,1
2013/7/4,22.3,8,1
2013/7/5,22.1,8,1
2013/7/6,24.6,8,1
2013/7/7,26.2,8,1
2013/7/8,23.8,8,1
2013/7/9,25.9,8,1
2013/7/10,25.5,8,1
2013/7/11,22.6,8,1
2013/7/12,21.0,8,1
2013/7/13,21.0,8,1
2013/7/14,22.9,8,1
2013/7/15,21.6,8,1
2013/7/16,21.9,8,1
2013/7/17,18.6,8,1
2013/7/18,18.8,8,1
2013/7/19,21.2,8,1
2013/7/20,20.6,8,1
2013/7/21,21.1,8,1
2013/7/22,19.8,8,1
2013/7/23,22.3,8,1
2013/7/24,21.6,8,1
2013/7/25,20.9,8,1
2013/7/26,22.2,8,1
2013/7/27,22.0,8,1
2013/7/28,23.9,8,1
2013/7/29,23.2,8,1
2013/7/30,23.8,8,1
2013/7/31,22.6,8,1
2013/8/1,20.7,8,1
2013/8/2,21.2,8,1
2013/8/3,22.2,8,1
2013/8/4,22.8,8,1
2013/8/5,23.3,8,1
2013/8/6,24.3,8,1
2013/8/7,26.8,8,1
2013/8/8,25.8,8,1
2013/8/9,25.6,8,1
2013/8/10,28.1,8,1
2013/8/11,26.9,8,1
2013/8/12,27.3,8,1
2013/8/13,25.9,8,1
2013/8/14,25.5,8,1
2013/8/15,26.3,8,1
2013/8/16,27.6,8,1
2013/8/17,27.2,8,1
2013/8/18,27.7,8,1
2013/8/19,27.7,8,1
2013/8/20,25.0,8,1
2013/8/21,25.3,8,1
2013/8/22,24.8,8,1
2013/8/23,23.6,8,1
2013/8/24,24.8,8,1
2013/8/25,24.1,8,1
2013/8/26,23.8,8,1
2013/8/27,21.9,8,1
2013/8/28,22.4,8,1
2013/8/29,21.1,8,1
2013/8/30,24.2,8,1
2013/8/31,23.9,8,1
2013/9/1,25.4,8,1
2013/9/2,21.7,8,1
2013/9/3,22.4,8,1
2013/9/4,25.3,8,1
2013/9/5,23.6,8,1
2013/9/6,22.1,8,1
2013/9/7,21.1,8,1
2013/9/8,20.2,8,1
2013/9/9,21.4,8,1
2013/9/10,21.5,8,1
2013/9/11,22.2,8,1
2013/9/12,23.5,8,1
2013/9/13,22.7,8,1
2013/9/14,25.1,8,1
2013/9/15,23.1,8,1
2013/9/16,21.7,8,1
2013/9/17,20.0,8,1
2013/9/18,18.7,8,1
2013/9/19,18.8,8,1
2013/9/20,20.1,8,1
2013/9/21,21.3,8,1
2013/9/22,20.6,8,1
2013/9/23,18.3,8,1
2013/9/24,20.5,8,1
2013/9/25,23.4,5,1
2013/9/26,17.2,8,1
2013/9/27,15.4,8,1
2013/9/28,16.1,8,1
2013/9/29,18.6,8,1
2013/9/30,18.6,8,1
2013/10/1,20.7,8,1
2013/10/2,19.9,8,1
2013/10/3,18.0,8,1
2013/10/4,15.1,8,1
2013/10/5,15.7,8,1
2013/10/6,18.4,8,1
2013/10/7,20.0,8,1
2013/10/8,21.8,8,1
2013/10/9,21.2,8,1
2013/10/10,20.6,8,1
2013/10/11,19.3,8,1
2013/10/12,17.4,8,1
2013/10/13,15.5,8,1
2013/10/14,13.8,8,1
2013/10/15,15.0,8,1
2013/10/16,11.7,8,1
2013/10/17,11.3,8,1
2013/10/18,10.3,8,1
2013/10/19,12.1,8,1
2013/10/20,13.2,8,1
2013/10/21,16.5,8,1
2013/10/22,13.1,8,1
2013/10/23,12.9,8,1
2013/10/24,13.6,8,1
2013/10/25,15.6,8,1
2013/10/26,12.0,8,1
2013/10/27,11.9,8,1
2013/10/28,10.8,8,1
2013/10/29,10.7,8,1
2013/10/30,13.2,8,1
2013/10/31,11.4,8,1
2013/11/1,10.9,8,1
2013/11/2,8.1,8,1
2013/11/3,11.7,8,1
2013/11/4,12.3,8,1
2013/11/5,9.8,8,1
2013/11/6,8.5,8,1
2013/11/7,10.5,8,1
2013/11/8,10.3,8,1
2013/11/9,6.5,8,1
2013/11/10,9.7,8,1
2013/11/11,4.9,8,1
2013/11/12,2.5,8,1
2013/11/13,2.3,8,1
2013/11/14,3.8,8,1
2013/11/15,7.7,8,1
2013/11/16,6.8,8,1
2013/11/17,5.3,8,1
2013/11/18,8.3,8,1
2013/11/19,8.3,8,1
2013/11/20,6.4,8,1
2013/11/21,5.5,8,1
2013/11/22,6.0,8,1
2013/11/23,6.2,8,1
2013/11/24,6.6,8,1
2013/11/25,4.7,8,1
2013/11/26,8.8,8,1
2013/11/27,6.3,8,1
2013/11/28,5.4,8,1
2013/11/29,3.0,8,1
2013/11/30,4.3,8,1
2013/12/1,5.0,8,1
2013/12/2,4.7,8,1
2013/12/3,4.7,8,1
2013/12/4,4.2,8,1
2013/12/5,4.8,8,1
2013/12/6,5.7,8,1
2013/12/7,1.5,8,1
2013/12/8,1.6,8,1
2013/12/9,3.2,8,1
2013/12/10,5.8,8,1
2013/12/11,6.0,8,1
2013/12/12,1.7,8,1
2013/12/13,1.4,8,1
2013/12/14,-1.8,8,1
2013/12/15,-1.1,8,1
2013/12/16,3.4,8,1
2013/12/17,2.2,8,1
2013/12/18,0.7,8,1
2013/12/19,2.5,8,1
2013/12/20,1.7,8,1
2013/12/21,2.4,8,1
2013/12/22,-0.3,8,1
2013/12/23,1.3,8,1
2013/12/24,0.0,8,1
2013/12/25,0.5,8,1
2013/12/26,2.6,8,1
2013/12/27,2.4,8,1
2013/12/28,-0.6,8,1
2013/12/29,-0.2,8,1
2013/12/30,1.7,8,1
2013/12/31,2.1,8,1
2014/1/1,2.6,8,1
2014/1/2,-0.7,8,1
2014/1/3,0.6,8,1
2014/1/4,-0.2,8,1
2014/1/5,-1.4,8,1
2014/1/6,-1.1,8,1
2014/1/7,0.0,8,1
2014/1/8,1.3,8,1
2014/1/9,-0.2,8,1
2014/1/10,-4.0,8,1
2014/1/11,-3.0,8,1
2014/1/12,-2.0,8,1
2014/1/13,-4.5,8,1
2014/1/14,-4.3,8,1
2014/1/15,-2.3,8,1
2014/1/16,-0.3,8,1
2014/1/17,-1.1,8,1
2014/1/18,-1.8,8,1
2014/1/19,-1.8,8,1
2014/1/20,-0.3,8,1
2014/1/21,0.4,8,1
2014/1/22,-0.8,8,1
2014/1/23,-2.4,8,1
2014/1/24,-2.3,8,1
2014/1/25,3.1,8,1
2014/1/26,1.2,8,1
2014/1/27,-2.3,8,1
2014/1/28,-1.0,8,1
2014/1/29,-0.4,8,1
2014/1/30,0.2,8,1
2014/1/31,0.3,8,1
2014/2/1,1.4,8,1
2014/2/2,1.4,8,1
2014/2/3,4.6,8,1
2014/2/4,-0.6,8,1
2014/2/5,-5.3,8,1
2014/2/6,-4.7,8,1
2014/2/7,-3.4,8,1
2014/2/8,-5.0,8,1
2014/2/9,-1.2,8,1
2014/2/10,-3.2,8,1
2014/2/11,-2.7,8,1
2014/2/12,-1.1,8,1
2014/2/13,-0.7,8,1
2014/2/14,-1.9,8,1
2014/2/15,0.2,8,1
2014/2/16,2.6,8,1
2014/2/17,-0.5,8,1
2014/2/18,-1.4,8,1
2014/2/19,-1.9,8,1
2014/2/20,-0.5,8,1
2014/2/21,-1.2,8,1
2014/2/22,-1.5,8,1
2014/2/23,-0.6,8,1
2014/2/24,-0.4,8,1
2014/2/25,1.8,8,1
2014/2/26,3.4,8,1
2014/2/27,4.8,8,1
2014/2/28,5.7,8,1
2014/3/1,3.7,8,1
2014/3/2,2.6,8,1
2014/3/3,0.9,8,1
2014/3/4,2.3,8,1
2014/3/5,1.5,8,1
2014/3/6,-1.3,8,1
2014/3/7,-1.8,8,1
2014/3/8,-1.5,8,1
2014/3/9,1.1,8,1
2014/3/10,-0.7,8,1
2014/3/11,0.3,8,1
2014/3/12,1.1,8,1
2014/3/13,2.4,8,1
2014/3/14,2.5,8,1
2014/3/15,2.3,8,1
2014/3/16,3.6,8,1
2014/3/17,5.6,8,1
2014/3/18,6.1,8,1
2014/3/19,5.6,8,1
2014/3/20,1.9,8,1
2014/3/21,2.2,8,1
2014/3/22,4.1,8,1
2014/3/23,3.8,8,1
2014/3/24,6.6,8,1
2014/3/25,11.3,8,1
2014/3/26,12.6,8,1
2014/3/27,10.5,8,1
2014/3/28,9.5,8,1
2014/3/29,12.0,8,1
2014/3/30,7.1,8,1
2014/3/31,7.4,8,1
2014/4/1,8.1,8,1
2014/4/2,8.1,8,1
2014/4/3,11.7,8,1
2014/4/4,11.3,8,1
2014/4/5,4.5,8,1
2014/4/6,4.3,8,1
2014/4/7,8.2,8,1
2014/4/8,9.5,8,1
2014/4/9,8.6,8,1
2014/4/10,7.1,8,1
2014/4/11,6.1,8,1
2014/4/12,7.6,8,1
2014/4/13,7.7,8,1
2014/4/14,8.7,8,1
2014/4/15,10.0,8,1
2014/4/16,11.0,8,1
2014/4/17,10.3,8,1
2014/4/18,8.5,8,1
2014/4/19,6.1,8,1
2014/4/20,7.5,8,1
2014/4/21,10.4,8,1
2014/4/22,12.5,8,1
2014/4/23,10.5,8,1
2014/4/24,12.3,8,1
2014/4/25,13.8,8,1
2014/4/26,14.8,8,1
2014/4/27,15.3,8,1
2014/4/28,14.3,8,1
2014/4/29,11.6,8,1
2014/4/30,12.8,8,1
2014/5/1,15.2,8,1
2014/5/2,14.8,8,1
2014/5/3,15.5,8,1
2014/5/4,15.2,8,1
2014/5/5,14.1,8,1
2014/5/6,13.4,8,1
2014/5/7,12.7,8,1
2014/5/8,14.5,8,1
2014/5/9,14.9,8,1
2014/5/10,12.4,8,1
2014/5/11,16.0,8,1
2014/5/12,15.6,8,1
2014/5/13,17.2,8,1
2014/5/14,20.7,8,1
2014/5/15,18.2,8,1
2014/5/16,15.6,8,1
2014/5/17,12.7,8,1
2014/5/18,14.2,8,1
2014/5/19,15.0,8,1
2014/5/20,16.9,8,1
2014/5/21,14.9,8,1
2014/5/22,12.7,8,1
2014/5/23,13.4,8,1
2014/5/24,14.7,8,1
2014/5/25,19.0,8,1
2014/5/26,16.5,8,1
2014/5/27,18.1,8,1
2014/5/28,21.2,8,1
2014/5/29,20.7,8,1
2014/5/30,22.4,8,1
2014/5/31,23.3,8,1
2014/6/1,23.6,8,1
2014/6/2,21.7,8,1
2014/6/3,20.4,8,1
2014/6/4,21.5,8,1
2014/6/5,20.1,8,1
2014/6/6,19.1,8,1
2014/6/7,18.6,8,1
2014/6/8,19.2,8,1
2014/6/9,20.6,8,1
2014/6/10,21.5,8,1
2014/6/11,21.2,8,1
2014/6/12,19.4,8,1
2014/6/13,21.3,8,1
2014/6/14,20.6,8,1
2014/6/15,21.0,8,1
2014/6/16,19.6,8,1
2014/6/17,20.6,8,1
2014/6/18,21.6,8,1
2014/6/19,22.2,8,1
2014/6/20,20.9,8,1
2014/6/21,20.5,8,1
2014/6/22,21.0,8,1
2014/6/23,21.6,8,1
2014/6/24,21.3,8,1
2014/6/25,22.1,8,1
2014/6/26,23.5,8,1
2014/6/27,22.7,8,1
2014/6/28,21.9,8,1
2014/6/29,20.3,8,1
2014/6/30,19.9,8,1
2014/7/1,22.1,8,1
2014/7/2,22.9,8,1
2014/7/3,22.4,8,1
2014/7/4,22.3,8,1
2014/7/5,20.4,8,1
2014/7/6,22.4,8,1
2014/7/7,22.7,8,1
2014/7/8,24.8,8,1
2014/7/9,23.3,8,1
2014/7/10,22.4,8,1
2014/7/11,24.1,8,1
2014/7/12,24.9,8,1
2014/7/13,21.9,8,1
2014/7/14,23.9,5,1
2014/7/15,24.9,8,1
2014/7/16,22.9,8,1
2014/7/17,21.4,8,1
2014/7/18,21.4,8,1
2014/7/19,21.0,8,1
2014/7/20,20.7,8,1
2014/7/21,22.5,8,1
2014/7/22,23.4,8,1
2014/7/23,25.1,8,1
2014/7/24,26.0,8,1
2014/7/25,27.2,8,1
2014/7/26,26.8,8,1
2014/7/27,25.8,8,1
2014/7/28,24.5,8,1
2014/7/29,23.3,8,1
2014/7/30,24.3,8,1
2014/7/31,25.7,8,1
2014/8/1,25.9,8,1
2014/8/2,27.0,8,1
2014/8/3,27.7,8,1
2014/8/4,27.4,8,1
2014/8/5,29.3,8,1
2014/8/6,29.4,8,1
2014/8/7,26.5,8,1
2014/8/8,23.0,8,1
2014/8/9,21.2,8,1
2014/8/10,22.5,8,1
2014/8/11,25.2,8,1
2014/8/12,22.8,8,1
2014/8/13,24.6,8,1
2014/8/14,23.5,8,1
2014/8/15,20.8,8,1
2014/8/16,20.3,8,1
2014/8/17,21.3,8,1
2014/8/18,24.9,8,1
2014/8/19,25.7,8,1
2014/8/20,27.4,8,1
2014/8/21,25.2,8,1
2014/8/22,25.1,8,1
2014/8/23,25.5,8,1
2014/8/24,25.1,8,1
2014/8/25,24.1,8,1
2014/8/26,21.1,8,1
2014/8/27,19.0,8,1
2014/8/28,18.5,8,1
2014/8/29,20.2,8,1
2014/8/30,21.0,8,1
2014/8/31,21.3,8,1
2014/9/1,20.2,8,1
2014/9/2,21.7,8,1
2014/9/3,20.4,8,1
2014/9/4,21.4,8,1
2014/9/5,23.1,8,1
2014/9/6,23.1,8,1
2014/9/7,21.0,8,1
2014/9/8,21.0,8,1
2014/9/9,21.7,8,1
2014/9/10,20.5,8,1
2014/9/11,20.2,8,1
2014/9/12,18.6,8,1
2014/9/13,18.8,8,1
2014/9/14,19.0,8,1
2014/9/15,16.7,8,1
2014/9/16,18.9,8,1
2014/9/17,16.4,8,1
2014/9/18,17.1,8,1
2014/9/19,17.0,8,1
2014/9/20,17.2,8,1
2014/9/21,17.5,8,1
2014/9/22,17.1,8,1
2014/9/23,17.4,8,1
2014/9/24,17.8,8,1
2014/9/25,19.0,8,1
2014/9/26,18.7,8,1
2014/9/27,15.8,8,1
2014/9/28,18.1,8,1
2014/9/29,19.6,8,1
2014/9/30,18.3,8,1
2014/10/1,16.6,8,1
2014/10/2,16.7,8,1
2014/10/3,19.5,8,1
2014/10/4,17.5,8,1
2014/10/5,13.1,8,1
2014/10/6,13.4,8,1
2014/10/7,14.6,8,1
2014/10/8,12.4,8,1
2014/10/9,14.0,8,1
2014/10/10,16.2,8,1
2014/10/11,14.6,8,1
2014/10/12,12.2,8,1
2014/10/13,13.4,8,1
2014/10/14,14.8,8,1
2014/10/15,12.8,8,1
2014/10/16,12.5,8,1
2014/10/17,13.4,8,1
2014/10/18,12.4,8,1
2014/10/19,12.7,8,1
2014/10/20,12.8,8,1
2014/10/21,14.9,8,1
2014/10/22,11.6,8,1
2014/10/23,10.3,8,1
2014/10/24,11.7,8,1
2014/10/25,11.2,8,1
2014/10/26,13.1,8,1
2014/10/27,14.2,8,1
2014/10/28,8.2,8,1
2014/10/29,11.6,8,1
2014/10/30,10.6,8,1
2014/10/31,11.2,8,1
2014/11/1,10.4,8,1
2014/11/2,15.7,8,1
2014/11/3,10.5,8,1
2014/11/4,9.3,8,1
2014/11/5,7.7,8,1
2014/11/6,10.2,5,1
2014/11/7,10.1,8,1
2014/11/8,8.6,8,1
2014/11/9,9.3,8,1
2014/11/10,11.6,8,1
2014/11/11,8.4,8,1
2014/11/12,9.4,8,1
2014/11/13,7.0,8,1
2014/11/14,4.7,8,1
2014/11/15,4.7,8,1
2014/11/16,6.2,8,1
2014/11/17,4.0,8,1
2014/11/18,6.1,8,1
2014/11/19,5.6,8,1
2014/11/20,2.9,8,1
2014/11/21,4.4,8,1
2014/11/22,9.0,8,1
2014/11/23,8.1,8,1
2014/11/24,4.9,8,1
2014/11/25,7.3,8,1
2014/11/26,3.5,8,1
2014/11/27,7.0,8,1
2014/11/28,6.2,8,1
2014/11/29,9.7,8,1
2014/11/30,9.7,8,1
2014/12/1,10.0,8,1
2014/12/2,3.3,8,1
2014/12/3,1.3,8,1
2014/12/4,2.7,8,1
2014/12/5,1.8,8,1
2014/12/6,-0.1,8,1
2014/12/7,-0.3,8,1
2014/12/8,0.8,8,1
2014/12/9,1.0,8,1
2014/12/10,2.8,8,1
2014/12/11,2.9,8,1
2014/12/12,2.3,8,1
2014/12/13,-0.8,8,1
2014/12/14,-1.6,8,1
2014/12/15,-1.9,8,1
2014/12/16,-1.3,8,1
2014/12/17,-1.1,8,1
2014/12/18,-0.1,8,1
2014/12/19,0.3,8,1
2014/12/20,0.2,8,1
2014/12/21,1.2,8,1
2014/12/22,-2.0,8,1
2014/12/23,-0.9,8,1
2014/12/24,0.9,8,1
2014/12/25,-0.8,8,1
2014/12/26,-2.5,8,1
2014/12/27,-2.8,8,1
2014/12/28,-2.2,8,1
2014/12/29,-1.4,8,1
2014/12/30,1.2,8,1
2014/12/31,1.2,8,1
2015/1/1,-1.8,8,1
2015/1/2,-2.0,8,1
2015/1/3,-1.5,8,1
2015/1/4,0.8,8,1
2015/1/5,0.8,8,1
2015/1/6,1.8,8,1
2015/1/7,-1.6,8,1
2015/1/8,0.7,8,1
2015/1/9,0.7,8,1
2015/1/10,-0.3,8,1
2015/1/11,0.6,8,1
2015/1/12,1.4,8,1
2015/1/13,3.3,8,1
2015/1/14,3.9,8,1
2015/1/15,2.0,8,1
2015/1/16,3.4,8,1
2015/1/17,-0.3,8,1
2015/1/18,-1.4,8,1
2015/1/19,-0.6,8,1
2015/1/20,-0.1,8,1
2015/1/21,-0.9,8,1
2015/1/22,0.9,8,1
2015/1/23,3.4,8,1
2015/1/24,1.4,8,1
2015/1/25,0.7,8,1
2015/1/26,2.5,8,1
2015/1/27,3.8,8,1
2015/1/28,-1.4,8,1
2015/1/29,-1.7,8,1
2015/1/30,-1.2,8,1
2015/1/31,0.8,8,1
2015/2/1,-0.3,8,1
2015/2/2,-0.2,8,1
2015/2/3,0.6,8,1
2015/2/4,-0.9,8,1
2015/2/5,-0.7,8,1
2015/2/6,1.0,8,1
2015/2/7,1.7,8,1
2015/2/8,2.1,8,1
2015/2/9,-2.8,8,1
2015/2/10,-1.8,8,1
2015/2/11,0.2,8,1
2015/2/12,3.0,8,1
2015/2/13,1.2,8,1
2015/2/14,-0.2,8,1
2015/2/15,0.5,8,1
2015/2/16,4.1,8,1
2015/2/17,2.0,8,1
2015/2/18,1.8,8,1
2015/2/19,3.3,8,1
2015/2/20,2.2,8,1
2015/2/21,1.6,8,1
2015/2/22,4.6,8,1
2015/2/23,7.3,8,1
2015/2/24,5.0,8,1
2015/2/25,2.3,8,1
2015/2/26,0.0,8,1
2015/2/27,2.0,8,1
2015/2/28,3.5,8,1
2015/3/1,1.0,8,1
2015/3/2,2.4,8,1
2015/3/3,2.7,8,1
2015/3/4,4.0,8,1
2015/3/5,4.4,8,1
2015/3/6,2.9,8,1
2015/3/7,4.5,8,1
2015/3/8,6.1,8,1
2015/3/9,7.1,8,1
2015/3/10,4.5,8,1
2015/3/11,-0.4,8,1
2015/3/12,1.2,8,1
2015/3/13,3.0,8,1
2015/3/14,1.8,8,1
2015/3/15,4.0,8,1
2015/3/16,7.2,8,1
2015/3/17,9.4,8,1
2015/3/18,10.1,8,1
2015/3/19,7.8,8,1
2015/3/20,9.0,8,1
2015/3/21,6.8,8,1
2015/3/22,8.1,8,1
2015/3/23,3.5,8,1
2015/3/24,2.6,8,1
2015/3/25,4.6,8,1
2015/3/26,5.9,8,1
2015/3/27,8.5,8,1
2015/3/28,10.1,8,1
2015/3/29,9.5,8,1
2015/3/30,9.6,8,1
2015/3/31,10.3,8,1
2015/4/1,8.7,8,1
2015/4/2,7.1,8,1
2015/4/3,10.7,8,1
2015/4/4,9.3,8,1
2015/4/5,8.7,8,1
2015/4/6,12.5,8,1
2015/4/7,6.6,8,1
2015/4/8,3.8,8,1
2015/4/9,4.7,8,1
2015/4/10,6.9,8,1
2015/4/11,9.4,8,1
2015/4/12,8.9,8,1
2015/4/13,9.3,8,1
2015/4/14,11.3,8,1
2015/4/15,13.5,8,1
2015/4/16,12.7,8,1
2015/4/17,9.7,8,1
2015/4/18,10.6,8,1
2015/4/19,12.2,8,1
2015/4/20,11.0,8,1
2015/4/21,11.8,8,1
2015/4/22,11.4,8,1
2015/4/23,14.1,8,1
2015/4/24,14.4,8,1
2015/4/25,13.8,8,1
2015/4/26,13.2,8,1
2015/4/27,17.3,8,1
2015/4/28,18.6,8,1
2015/4/29,17.8,8,1
2015/4/30,17.0,8,1
2015/5/1,18.1,8,1
2015/5/2,17.8,8,1
2015/5/3,17.5,8,1
2015/5/4,18.7,8,1
2015/5/5,15.4,8,1
2015/5/6,14.1,8,1
2015/5/7,17.0,8,1
2015/5/8,15.6,8,1
2015/5/9,13.9,8,1
2015/5/10,12.2,8,1
2015/5/11,14.6,8,1
2015/5/12,13.7,8,1
2015/5/13,18.0,8,1
2015/5/14,20.9,8,1
2015/5/15,17.2,8,1
2015/5/16,16.6,8,1
2015/5/17,15.8,8,1
2015/5/18,17.3,8,1
2015/5/19,16.1,8,1
2015/5/20,17.5,8,1
2015/5/21,15.7,8,1
2015/5/22,18.4,8,1
2015/5/23,21.1,8,1
2015/5/24,20.5,8,1
2015/5/25,18.7,8,1
2015/5/26,21.5,8,1
2015/5/27,16.2,8,1
2015/5/28,16.0,8,1
2015/5/29,20.8,8,1
2015/5/30,22.8,8,1
2015/5/31,19.8,8,1
2015/6/1,18.2,8,1
2015/6/2,21.2,8,1
2015/6/3,19.9,8,1
2015/6/4,16.5,8,1
2015/6/5,17.7,8,1
2015/6/6,15.4,8,1
2015/6/7,16.9,8,1
2015/6/8,18.8,8,1
2015/6/9,17.7,8,1
2015/6/10,20.9,8,1
2015/6/11,20.8,8,1
2015/6/12,20.5,8,1
2015/6/13,22.5,8,1
2015/6/14,22.0,8,1
2015/6/15,21.7,8,1
2015/6/16,21.0,8,1
2015/6/17,21.2,8,1
2015/6/18,19.3,8,1
2015/6/19,18.9,8,1
2015/6/20,20.2,8,1
2015/6/21,21.3,8,1
2015/6/22,21.5,8,1
2015/6/23,21.9,8,1
2015/6/24,22.0,8,1
2015/6/25,22.1,8,1
2015/6/26,22.5,8,1
2015/6/27,19.6,8,1
2015/6/28,15.1,8,1
2015/6/29,18.0,8,1
2015/6/30,19.8,8,1
2015/7/1,18.7,8,1
2015/7/2,23.4,8,1
2015/7/3,22.1,8,1
2015/7/4,20.5,8,1
2015/7/5,20.0,8,1
2015/7/6,20.7,8,1
2015/7/7,23.4,8,1
2015/7/8,19.9,8,1
2015/7/9,20.4,8,1
2015/7/10,22.9,8,1
2015/7/11,23.7,8,1
2015/7/12,25.2,8,1
2015/7/13,25.5,8,1
2015/7/14,29.4,8,1
2015/7/15,28.0,8,1
2015/7/16,22.5,8,1
2015/7/17,24.4,8,1
2015/7/18,25.4,8,1
2015/7/19,26.1,8,1
2015/7/20,24.4,8,1
2015/7/21,26.6,8,1
2015/7/22,28.6,8,1
2015/7/23,25.9,8,1
2015/7/24,25.8,8,1
2015/7/25,25.7,8,1
2015/7/26,28.0,8,1
2015/7/27,28.0,8,1
2015/7/28,27.1,8,1
2015/7/29,27.9,8,1
2015/7/30,27.0,8,1
2015/7/31,28.8,8,1
2015/8/1,28.4,8,1
2015/8/2,27.7,8,1
2015/8/3,28.0,8,1
2015/8/4,28.7,8,1
2015/8/5,29.4,8,1
2015/8/6,29.5,8,1
2015/8/7,28.2,8,1
2015/8/8,24.8,8,1
2015/8/9,24.1,8,1
2015/8/10,27.1,8,1
2015/8/11,25.9,8,1
2015/8/12,24.5,8,1
2015/8/13,22.1,8,1
2015/8/14,22.5,8,1
2015/8/15,24.6,8,1
2015/8/16,25.3,8,1
2015/8/17,23.9,8,1
2015/8/18,25.6,8,1
2015/8/19,24.1,8,1
2015/8/20,22.0,8,1
2015/8/21,22.6,8,1
2015/8/22,22.3,8,1
2015/8/23,21.8,8,1
2015/8/24,20.6,8,1
2015/8/25,19.0,8,1
2015/8/26,19.0,8,1
2015/8/27,19.1,8,1
2015/8/28,20.6,8,1
2015/8/29,19.2,8,1
2015/8/30,19.1,8,1
2015/8/31,19.5,8,1
2015/9/1,21.3,8,1
2015/9/2,24.0,8,1
2015/9/3,22.2,8,1
2015/9/4,21.9,8,1
2015/9/5,21.4,8,1
2015/9/6,19.5,8,1
2015/9/7,19.3,8,1
2015/9/8,18.9,8,1
2015/9/9,20.2,8,1
2015/9/10,22.3,8,1
2015/9/11,21.8,8,1
2015/9/12,21.8,8,1
2015/9/13,20.4,8,1
2015/9/14,18.9,8,1
2015/9/15,18.6,8,1
2015/9/16,18.8,8,1
2015/9/17,17.9,5,1
2015/9/18,17.1,8,1
2015/9/19,20.9,8,1
2015/9/20,19.9,8,1
2015/9/21,19.0,8,1
2015/9/22,19.2,8,1
2015/9/23,19.0,8,1
2015/9/24,17.9,8,1
2015/9/25,16.6,8,1
2015/9/26,17.9,8,1
2015/9/27,20.2,8,1
2015/9/28,18.1,8,1
2015/9/29,17.3,8,1
2015/9/30,16.3,8,1
2015/10/1,16.7,8,1
2015/10/2,18.2,8,1
2015/10/3,17.8,8,1
2015/10/4,15.3,8,1
2015/10/5,12.9,8,1
2015/10/6,13.3,8,1
2015/10/7,13.4,8,1
2015/10/8,16.0,8,1
2015/10/9,15.6,8,1
2015/10/10,17.1,8,1
2015/10/11,14.9,8,1
2015/10/12,14.8,8,1
2015/10/13,13.6,8,1
2015/10/14,11.6,8,1
2015/10/15,12.1,8,1
2015/10/16,11.3,8,1
2015/10/17,13.2,8,1
2015/10/18,14.9,8,1
2015/10/19,14.3,8,1
2015/10/20,15.0,8,1
2015/10/21,12.0,8,1
2015/10/22,13.0,8,1
2015/10/23,11.5,8,1
2015/10/24,14.3,8,1
2015/10/25,9.5,8,1
2015/10/26,10.4,8,1
2015/10/27,10.1,8,1
2015/10/28,14.5,8,1
2015/10/29,10.0,8,1
2015/10/30,10.0,8,1
2015/10/31,7.7,8,1
2015/11/1,9.1,8,1
2015/11/2,6.7,8,1
2015/11/3,10.3,8,1
2015/11/4,8.7,8,1
2015/11/5,11.1,8,1
2015/11/6,10.9,8,1
2015/11/7,9.9,8,1
2015/11/8,10.7,8,1
2015/11/9,13.3,8,1
2015/11/10,13.0,8,1
2015/11/11,9.2,8,1
2015/11/12,6.3,8,1
2015/11/13,7.0,8,1
2015/11/14,10.6,8,1
2015/11/15,15.3,8,1
2015/11/16,14.3,8,1
2015/11/17,14.6,8,1
2015/11/18,12.3,8,1
2015/11/19,9.0,8,1
2015/11/20,6.0,8,1
2015/11/21,8.4,8,1
2015/11/22,7.1,8,1
2015/11/23,4.9,8,1
2015/11/24,6.9,8,1
2015/11/25,3.8,8,1
2015/11/26,3.9,8,1
2015/11/27,5.4,8,1
2015/11/28,6.5,8,1
2015/11/29,3.3,8,1
2015/11/30,3.4,8,1
2015/12/1,5.0,8,1
2015/12/2,3.7,8,1
2015/12/3,7.8,8,1
2015/12/4,2.8,8,1
2015/12/5,4.2,8,1
2015/12/6,3.5,8,1
2015/12/7,4.7,8,1
2015/12/8,2.7,8,1
2015/12/9,1.3,8,1
2015/12/10,2.1,8,1
2015/12/11,6.4,8,1
2015/12/12,5.8,8,1
2015/12/13,3.5,8,1
2015/12/14,5.9,8,1
2015/12/15,8.9,8,1
2015/12/16,8.7,8,1
2015/12/17,2.7,8,1
2015/12/18,3.4,8,1
2015/12/19,2.8,8,1
